Job Title,Years of Experience,Department,Salary Range,Work Location,Training Hours,Satisfaction Score,Last Evaluation Score,Average Monthly Hours,Attrition
Manager,11,Customer Support,Low,Office,70,2,7,297,1
Assistant,26,Sales,High,Remote,96,8,10,264,1
Director,22,Marketing,High,Remote,35,3,0,189,0
Executive,29,Engineering,Low,Remote,67,5,6,231,0
Director,14,Sales,Low,Office,79,1,10,208,0
Consultant,3,Marketing,High,Office,20,10,5,125,0
Executive,22,Engineering,Medium,Office,81,1,9,112,0
Director,11,Engineering,Low,Office,45,1,0,171,0
Executive,26,Customer Support,High,Remote,45,10,7,278,1
Manager,12,Customer Support,Low,Remote,91,4,4,146,0
Assistant,13,Marketing,Low,Remote,15,8,6,224,0
Director,4,Sales,Medium,Remote,21,5,7,260,0
Consultant,21,Engineering,Low,Remote,5,8,6,269,0
Manager,15,Customer Support,High,Office,93,5,10,227,0
Director,29,Customer Support,High,Office,55,8,9,130,0
Manager,6,Sales,Low,Remote,44,4,0,267,0
Consultant,14,Customer Support,Low,Remote,57,10,5,215,0
Director,12,Marketing,Medium,Remote,27,0,10,243,0
Consultant,25,Sales,Medium,Remote,16,5,10,155,0
Executive,15,Engineering,Medium,Remote,35,3,10,173,0
Consultant,11,Marketing,High,Office,11,8,0,135,0
Executive,6,Engineering,Medium,Remote,49,5,3,195,0
Director,15,Engineering,High,Office,58,0,3,179,0
Executive,22,Customer Support,Medium,Office,11,5,7,283,0
Director,22,Marketing,High,Remote,99,2,5,147,0
Director,26,Marketing,Low,Remote,61,2,6,157,0
Assistant,12,Sales,High,Office,39,6,9,114,0
Director,28,Marketing,Low,Office,92,1,6,299,1
Executive,22,Sales,High,Office,1,8,6,242,0
Assistant,2,Marketing,High,Remote,92,8,9,248,0
Assistant,14,Engineering,Low,Office,93,6,1,163,0
Director,27,Sales,High,Remote,99,8,5,234,1
Consultant,2,Marketing,High,Office,24,10,7,151,0
Consultant,6,Sales,Medium,Remote,84,5,7,118,0
Assistant,29,Customer Support,Low,Remote,85,8,3,224,1
Director,17,Customer Support,Low,Office,73,9,6,185,0
Consultant,13,Sales,Medium,Remote,30,1,8,273,0
Director,17,Sales,Medium,Remote,46,4,7,137,0
Director,18,Engineering,Low,Office,59,10,1,240,0
Assistant,13,Marketing,Low,Remote,72,5,10,143,0
Assistant,19,Customer Support,Low,Office,97,5,7,249,1
Manager,5,Customer Support,Medium,Office,40,10,2,298,0
Consultant,28,Marketing,Medium,Office,49,3,3,134,0
Consultant,7,Customer Support,High,Remote,22,3,2,230,0
Consultant,25,Customer Support,Medium,Remote,11,4,7,210,0
Executive,25,Sales,High,Office,70,5,3,243,0
Director,6,Customer Support,High,Remote,95,7,10,272,1
Assistant,19,Customer Support,Medium,Office,82,9,0,243,0
Consultant,17,Customer Support,Medium,Office,21,0,8,293,0
Manager,17,Marketing,Medium,Office,55,7,8,201,0
Consultant,14,Engineering,Medium,Remote,15,1,0,180,0
Director,19,Sales,Low,Remote,57,10,7,265,1
Director,21,Engineering,Medium,Remote,71,6,1,123,0
Assistant,18,Customer Support,High,Office,93,3,6,277,1
Executive,21,Customer Support,High,Office,50,7,0,207,0
Assistant,20,Customer Support,Low,Remote,5,5,5,156,0
Consultant,20,Engineering,Low,Remote,1,4,9,222,0
Manager,1,Marketing,Medium,Office,61,9,10,155,0
Assistant,7,Marketing,Low,Office,97,9,10,185,0
Executive,20,Sales,Medium,Office,92,4,9,165,0
Assistant,10,Engineering,Medium,Office,41,3,7,177,0
Director,17,Marketing,Low,Remote,42,2,10,191,0
Consultant,22,Sales,Low,Remote,51,2,5,176,0
Consultant,12,Customer Support,High,Office,57,2,8,201,0
Consultant,30,Customer Support,Low,Office,19,6,10,180,0
Consultant,8,Sales,Low,Remote,55,7,0,172,0
Consultant,8,Marketing,Low,Office,66,7,8,161,0
Consultant,16,Engineering,High,Office,58,1,2,113,0
Manager,6,Sales,Medium,Remote,47,2,1,293,0
Executive,8,Marketing,High,Remote,34,1,7,287,0
Consultant,21,Sales,Low,Remote,7,5,9,120,0
Executive,0,Marketing,Low,Office,75,10,4,262,0
Consultant,1,Customer Support,Low,Office,31,2,0,129,0
Assistant,3,Sales,Medium,Remote,92,5,0,266,0
Consultant,13,Engineering,High,Remote,44,3,1,124,0
Director,3,Sales,High,Office,84,9,6,271,1
Manager,1,Customer Support,Medium,Office,66,9,1,286,0
Assistant,7,Customer Support,High,Office,26,5,8,198,0
Assistant,17,Marketing,Medium,Remote,2,2,5,233,0
Director,18,Customer Support,Medium,Remote,56,4,3,230,0
Consultant,13,Marketing,High,Office,64,7,3,263,0
Manager,19,Customer Support,High,Remote,19,2,2,211,0
Assistant,24,Marketing,Medium,Remote,70,8,8,210,0
Manager,9,Engineering,High,Remote,40,8,1,228,0
Assistant,16,Marketing,Medium,Office,0,6,8,261,0
Consultant,7,Marketing,High,Office,73,7,2,164,0
Assistant,27,Engineering,High,Remote,75,8,3,125,0
Assistant,30,Marketing,High,Office,3,0,8,117,0
Executive,13,Marketing,High,Remote,70,6,2,263,0
Consultant,20,Engineering,High,Remote,9,9,5,233,0
Director,22,Customer Support,Low,Office,85,2,4,271,1
Director,7,Sales,Low,Remote,88,5,5,139,0
Consultant,30,Marketing,High,Remote,28,8,4,129,0
Director,4,Customer Support,High,Remote,14,9,10,177,0
Consultant,15,Sales,High,Remote,18,10,2,173,0
Director,7,Engineering,Medium,Remote,57,7,1,130,0
Executive,9,Marketing,Low,Remote,52,1,9,285,0
Director,26,Marketing,Medium,Office,45,3,8,282,1
Assistant,7,Engineering,Low,Remote,17,10,3,263,0
Consultant,8,Marketing,Low,Office,2,4,9,178,0
Manager,17,Sales,High,Office,69,9,5,257,1
Manager,2,Sales,High,Office,21,5,8,147,0
Consultant,16,Engineering,Medium,Office,54,6,4,177,0
Executive,19,Marketing,Medium,Office,63,10,6,210,0
Director,14,Customer Support,High,Remote,40,3,4,186,0
Executive,30,Marketing,High,Remote,94,3,8,116,0
Manager,20,Engineering,Low,Office,84,4,1,126,0
Consultant,26,Customer Support,Low,Remote,7,8,2,207,0
Consultant,16,Sales,High,Office,64,8,4,290,1
Executive,7,Sales,Low,Remote,2,0,1,225,0
Executive,1,Customer Support,Medium,Office,28,4,5,241,0
Director,16,Customer Support,Low,Office,69,4,9,253,0
Assistant,17,Engineering,High,Office,96,6,2,270,1
Assistant,30,Marketing,Low,Remote,17,7,4,228,0
Director,28,Sales,High,Remote,57,2,4,123,0
Assistant,4,Marketing,Low,Office,0,0,9,247,0
Manager,8,Sales,Medium,Office,21,1,7,299,0
Assistant,8,Marketing,Medium,Remote,94,5,8,107,0
Director,1,Sales,High,Remote,22,10,3,129,0
Assistant,1,Marketing,High,Office,7,5,9,225,0
Consultant,18,Engineering,High,Office,28,10,0,117,0
Executive,22,Sales,Low,Office,43,4,4,176,0
Manager,26,Engineering,Low,Remote,61,10,3,221,0
Consultant,2,Sales,Low,Office,18,4,4,225,0
Consultant,16,Sales,Medium,Remote,58,8,10,210,0
Director,13,Sales,High,Remote,79,10,8,182,0
Executive,13,Marketing,Low,Office,18,6,7,240,0
Executive,13,Sales,Medium,Remote,100,5,10,275,1
Manager,5,Engineering,High,Office,21,10,10,287,0
Director,2,Marketing,Medium,Office,82,6,10,253,0
Manager,0,Marketing,High,Remote,67,2,7,223,0
Assistant,29,Sales,Low,Office,4,6,7,236,0
Consultant,15,Customer Support,Medium,Remote,4,2,0,197,0
Manager,28,Marketing,Medium,Remote,24,7,6,152,0
Consultant,3,Sales,Medium,Office,23,9,3,194,0
Director,28,Engineering,High,Remote,0,9,5,221,0
Assistant,0,Customer Support,High,Remote,27,8,3,205,0
Director,16,Marketing,Medium,Office,46,2,4,170,0
Assistant,27,Customer Support,High,Remote,84,6,4,236,1
Assistant,17,Marketing,Medium,Office,59,7,0,203,0
Consultant,25,Customer Support,Low,Office,18,2,5,253,0
Director,7,Customer Support,Medium,Remote,86,5,9,214,0
Director,1,Engineering,Medium,Remote,13,6,7,260,0
Manager,26,Customer Support,High,Office,69,3,4,260,0
Director,17,Engineering,High,Remote,95,5,9,220,0
Manager,30,Sales,High,Office,95,6,5,279,1
Executive,26,Marketing,Low,Remote,7,6,4,267,0
Executive,26,Engineering,Low,Office,36,10,0,231,0
Executive,15,Marketing,Low,Office,85,0,4,255,0
Director,25,Engineering,High,Remote,71,1,1,153,0
Director,9,Marketing,Medium,Remote,9,10,3,295,0
Manager,7,Engineering,Medium,Remote,66,10,1,197,0
Assistant,11,Marketing,Medium,Office,12,0,7,148,0
Manager,21,Sales,High,Office,38,8,6,203,0
Executive,15,Marketing,High,Remote,63,6,8,211,0
Manager,11,Sales,Low,Remote,29,10,3,233,0
Assistant,10,Sales,High,Office,3,6,4,132,0
Director,19,Sales,Medium,Remote,44,2,8,232,0
Manager,18,Customer Support,Low,Remote,5,4,8,245,0
Executive,0,Marketing,Low,Office,15,1,1,230,0
Executive,26,Customer Support,High,Remote,21,4,10,197,0
Director,2,Customer Support,Low,Office,90,7,0,221,0
Manager,11,Marketing,Low,Office,20,9,2,101,0
Assistant,29,Sales,High,Remote,92,2,9,164,0
Director,8,Customer Support,Low,Remote,64,3,0,134,0
Manager,20,Customer Support,Medium,Remote,29,7,5,278,0
Consultant,28,Engineering,High,Office,23,1,7,167,0
Executive,21,Marketing,Medium,Office,63,0,3,134,0
Assistant,4,Customer Support,Medium,Office,12,2,10,171,0
Assistant,0,Marketing,Medium,Remote,93,1,3,271,0
Assistant,9,Marketing,Medium,Office,25,9,10,128,0
Executive,16,Customer Support,Low,Office,97,1,9,263,1
Manager,3,Marketing,Low,Office,19,3,0,177,0
Director,14,Sales,High,Remote,60,5,8,141,0
Manager,18,Customer Support,High,Office,5,9,9,212,0
Director,26,Customer Support,Medium,Remote,42,9,7,193,0
Assistant,7,Customer Support,Medium,Remote,48,4,2,213,0
Manager,27,Engineering,High,Office,8,3,2,106,0
Assistant,27,Engineering,High,Office,100,7,9,240,1
Consultant,22,Engineering,High,Office,36,10,3,121,0
Assistant,14,Engineering,High,Remote,15,4,3,156,0
Assistant,26,Customer Support,Medium,Remote,3,1,1,272,0
Director,30,Sales,High,Remote,31,3,3,281,0
Consultant,6,Marketing,Low,Remote,83,6,1,101,0
Assistant,14,Marketing,Medium,Office,92,3,10,299,1
Assistant,7,Customer Support,Low,Office,94,5,10,156,0
Consultant,29,Sales,High,Remote,16,1,6,217,0
Consultant,25,Marketing,Low,Remote,40,8,4,183,0
Manager,22,Sales,High,Remote,88,3,6,174,0
Director,9,Customer Support,Low,Remote,44,0,5,133,0
Consultant,17,Engineering,Medium,Remote,15,2,1,143,0
Consultant,3,Sales,Low,Remote,19,6,1,168,0
Executive,14,Marketing,Medium,Remote,41,9,0,152,0
Consultant,10,Marketing,Low,Remote,9,8,0,289,0
Director,21,Marketing,Low,Office,51,5,4,193,0
Assistant,2,Engineering,Medium,Office,59,3,4,132,0
Assistant,14,Sales,Medium,Remote,47,1,6,175,0
Assistant,2,Sales,High,Office,22,8,0,168,0
Assistant,14,Marketing,Medium,Office,32,7,4,228,0
Executive,5,Sales,Medium,Office,76,6,1,262,0
Consultant,0,Marketing,High,Remote,24,1,9,124,0
Assistant,13,Sales,Medium,Remote,49,1,0,231,0
Manager,15,Engineering,Medium,Remote,100,7,6,172,0
Assistant,0,Engineering,Low,Office,99,8,2,217,0
Consultant,20,Customer Support,High,Remote,87,8,10,212,0
Assistant,16,Customer Support,High,Office,69,7,8,214,0
Executive,25,Customer Support,Low,Remote,78,0,4,224,0
Director,7,Sales,High,Remote,54,4,4,294,0
Director,17,Engineering,Low,Office,97,6,4,193,0
Consultant,15,Engineering,Medium,Remote,67,9,8,226,0
Director,5,Engineering,High,Office,77,5,9,237,0
Director,9,Marketing,Medium,Remote,3,10,0,247,0
Manager,9,Sales,High,Remote,27,0,4,139,0
Consultant,4,Sales,Medium,Remote,28,9,9,294,0
Consultant,25,Customer Support,High,Office,81,5,5,174,0
Director,27,Marketing,High,Remote,83,3,8,114,0
Director,11,Marketing,Medium,Office,47,2,2,215,0
Director,19,Engineering,Low,Office,95,3,0,255,0
Executive,16,Customer Support,High,Office,71,7,10,207,0
Assistant,13,Sales,Low,Remote,12,10,10,134,0
Executive,13,Marketing,Low,Remote,42,5,7,106,0
Consultant,2,Engineering,Low,Remote,8,8,8,281,0
Manager,28,Sales,Low,Remote,39,4,10,269,1
Assistant,11,Engineering,Low,Remote,45,10,5,137,0
Manager,19,Sales,Low,Office,57,8,4,163,0
Consultant,17,Engineering,High,Office,96,3,7,156,0
Consultant,11,Sales,Low,Office,55,3,5,207,0
Manager,1,Customer Support,High,Office,11,5,5,256,0
Manager,1,Sales,High,Office,100,9,8,223,0
Manager,26,Sales,High,Office,24,10,8,293,1
Consultant,16,Sales,Medium,Remote,88,6,0,182,0
Director,9,Engineering,Low,Office,15,1,1,300,0
Manager,17,Marketing,Medium,Office,50,3,0,233,0
Assistant,21,Sales,Low,Office,79,7,1,180,0
Consultant,18,Sales,Medium,Office,98,8,2,101,0
Executive,25,Customer Support,High,Remote,86,4,1,266,1
Executive,20,Sales,Medium,Office,71,5,5,233,0
Assistant,0,Customer Support,High,Remote,52,9,3,113,0
Director,23,Sales,Medium,Remote,51,6,4,245,0
Manager,28,Engineering,Low,Office,66,6,9,169,0
Consultant,3,Marketing,Low,Office,23,2,8,175,0
Manager,24,Marketing,Medium,Remote,85,1,1,249,0
Consultant,3,Marketing,Medium,Office,13,9,2,177,0
Executive,29,Engineering,Low,Office,21,7,9,112,0
Manager,30,Customer Support,Medium,Office,97,8,0,172,0
Assistant,30,Marketing,Medium,Remote,99,10,1,213,1
Director,30,Engineering,Low,Office,30,7,0,205,0
Assistant,1,Engineering,High,Remote,84,7,8,109,0
Director,18,Sales,Low,Remote,57,1,2,126,0
Manager,20,Customer Support,Low,Remote,68,10,2,113,0
Manager,11,Engineering,Medium,Office,18,3,6,108,0
Director,9,Customer Support,Low,Remote,52,5,0,236,0
Executive,30,Marketing,Low,Office,84,7,8,284,1
Consultant,12,Marketing,Medium,Remote,1,1,6,204,0
Assistant,28,Marketing,Medium,Office,52,7,8,134,0
Assistant,29,Sales,High,Office,66,0,7,253,0
Assistant,21,Sales,Low,Remote,46,10,4,268,1
Manager,22,Customer Support,High,Remote,52,5,2,208,0
Assistant,19,Customer Support,High,Remote,56,7,10,205,0
Consultant,22,Sales,High,Office,93,7,8,220,1
Consultant,14,Engineering,High,Office,97,10,4,166,0
Director,25,Customer Support,Low,Office,24,6,8,129,0
Manager,2,Customer Support,Low,Remote,34,6,2,128,0
Consultant,22,Marketing,Low,Office,28,10,5,183,0
Executive,19,Customer Support,High,Office,75,9,1,167,0
Manager,28,Customer Support,Medium,Office,86,10,2,113,0
Manager,12,Engineering,Low,Remote,91,8,1,208,0
Consultant,7,Customer Support,High,Remote,16,1,1,279,0
Executive,24,Engineering,High,Office,79,0,4,138,0
Director,6,Marketing,High,Remote,48,1,9,120,0
Consultant,23,Sales,High,Remote,55,2,3,170,0
Executive,7,Marketing,High,Remote,72,8,10,105,0
Manager,17,Engineering,High,Remote,2,9,3,282,0
Executive,8,Engineering,Low,Remote,21,6,7,139,0
Manager,5,Customer Support,Medium,Remote,94,4,5,297,1
Consultant,26,Customer Support,Low,Remote,13,4,9,252,0
Consultant,3,Sales,Low,Remote,2,5,1,231,0
Assistant,14,Engineering,High,Remote,37,1,0,261,0
Assistant,4,Engineering,Low,Office,86,0,4,188,0
Assistant,25,Marketing,Medium,Office,20,10,6,121,0
Consultant,4,Sales,Medium,Remote,50,0,4,155,0
Director,6,Marketing,High,Remote,23,2,3,145,0
Consultant,29,Customer Support,Medium,Remote,95,0,4,219,0
Executive,8,Customer Support,High,Remote,44,8,10,283,1
Consultant,6,Marketing,Medium,Office,68,9,9,254,0
Consultant,8,Customer Support,Medium,Remote,96,4,7,189,0
Manager,19,Marketing,Low,Office,43,8,4,215,0
Manager,9,Engineering,Medium,Office,46,4,8,262,0
Manager,29,Engineering,High,Office,56,0,9,243,0
Consultant,25,Customer Support,Medium,Office,18,10,6,203,0
Director,3,Sales,Medium,Office,33,6,10,247,0
Executive,5,Engineering,Low,Office,2,6,10,114,0
Executive,23,Customer Support,High,Remote,38,3,1,209,0
Director,13,Sales,High,Remote,91,2,8,299,1
Director,8,Customer Support,High,Office,74,0,1,123,0
Executive,0,Marketing,Low,Remote,59,6,5,289,0
Assistant,16,Customer Support,Medium,Office,9,4,7,179,0
Manager,12,Marketing,High,Remote,39,9,1,143,0
Manager,23,Engineering,Medium,Office,1,0,5,241,0
Executive,26,Engineering,Medium,Office,44,0,4,172,0
Director,6,Customer Support,Medium,Remote,26,2,6,209,0
Assistant,8,Sales,Low,Office,52,2,9,278,0
Executive,10,Customer Support,Medium,Remote,8,1,4,249,0
Manager,2,Customer Support,Low,Office,0,7,2,259,0
Consultant,25,Engineering,Low,Remote,32,7,5,179,0
Director,11,Engineering,Low,Remote,37,5,6,214,0
Consultant,20,Customer Support,High,Remote,56,4,0,124,0
Executive,2,Engineering,Low,Remote,32,5,7,276,0
Manager,14,Marketing,High,Remote,47,0,7,122,0
Assistant,20,Customer Support,Low,Office,2,1,3,136,0
Consultant,9,Engineering,Low,Office,31,6,7,102,0
Assistant,0,Customer Support,Low,Remote,76,0,2,159,0
Manager,13,Engineering,Low,Office,20,7,4,158,0
Consultant,26,Marketing,Medium,Office,67,2,2,250,0
Assistant,19,Marketing,Medium,Remote,16,3,1,132,0
Assistant,5,Customer Support,Low,Remote,41,6,4,281,0
Consultant,1,Marketing,Medium,Office,67,9,7,138,0
Manager,28,Marketing,High,Remote,83,6,8,252,1
Assistant,22,Engineering,Medium,Remote,11,1,4,162,0
Executive,7,Customer Support,Medium,Remote,89,4,2,188,0
Consultant,0,Engineering,Medium,Office,44,7,2,202,0
Director,28,Engineering,Low,Remote,35,8,7,184,0
Director,3,Sales,High,Office,79,4,2,286,0
Manager,26,Marketing,Low,Remote,50,1,8,258,0
Executive,3,Engineering,High,Office,6,3,9,148,0
Assistant,28,Engineering,Low,Remote,32,10,0,202,0
Director,4,Engineering,Medium,Remote,47,4,0,287,0
Manager,29,Marketing,High,Remote,65,5,4,208,0
Executive,27,Marketing,Medium,Office,32,5,3,291,0
Executive,27,Marketing,High,Office,77,0,2,265,0
Manager,19,Customer Support,High,Office,83,5,0,170,0
Manager,8,Engineering,Low,Office,100,10,6,190,0
Assistant,22,Marketing,Low,Remote,26,9,0,176,0
Manager,12,Engineering,Medium,Remote,46,0,5,186,0
Assistant,17,Customer Support,Medium,Office,84,4,9,107,0
Assistant,16,Sales,High,Office,65,10,1,112,0
Consultant,24,Customer Support,High,Office,42,6,3,125,0
Executive,0,Marketing,Low,Office,79,7,7,237,0
Executive,21,Marketing,Low,Office,18,10,2,190,0
Executive,14,Customer Support,Low,Office,67,10,8,155,0
Consultant,30,Engineering,Low,Remote,9,4,4,231,0
Assistant,1,Marketing,Low,Office,21,1,5,205,0
Assistant,15,Marketing,High,Office,75,2,1,130,0
Manager,19,Customer Support,High,Office,65,6,0,116,0
Consultant,21,Engineering,Medium,Remote,1,9,4,235,0
Manager,4,Customer Support,High,Office,97,3,0,279,0
Consultant,26,Customer Support,Low,Remote,17,0,3,136,0
Manager,21,Engineering,High,Remote,79,2,7,224,0
Director,18,Engineering,High,Office,18,9,1,247,0
Executive,4,Sales,High,Remote,88,1,5,146,0
Executive,1,Customer Support,Medium,Office,29,8,9,150,0
Assistant,6,Engineering,Medium,Remote,5,0,4,213,0
Director,2,Marketing,High,Office,26,8,0,157,0
Executive,16,Sales,High,Office,14,9,7,143,0
Assistant,29,Customer Support,Low,Remote,30,4,4,197,0
Director,23,Engineering,Medium,Office,43,5,8,110,0
Executive,23,Sales,Low,Office,85,5,1,111,0
Manager,2,Sales,Low,Remote,75,5,5,237,0
Consultant,12,Marketing,High,Remote,9,8,6,153,0
Director,6,Sales,High,Office,20,8,0,133,0
Assistant,24,Customer Support,High,Remote,46,10,9,257,1
Director,23,Engineering,Low,Office,54,9,3,242,0
Assistant,2,Sales,Low,Remote,94,6,1,235,0
Director,14,Sales,Low,Remote,35,2,6,199,0
Assistant,28,Customer Support,High,Remote,73,6,2,267,1
Executive,17,Marketing,High,Office,57,4,8,121,0
Manager,28,Marketing,High,Office,18,8,7,104,0
Executive,9,Engineering,Low,Office,86,7,9,119,0
Manager,22,Customer Support,Low,Office,63,9,6,217,0
Executive,6,Marketing,Medium,Office,9,5,7,148,0
Executive,8,Engineering,High,Remote,48,4,0,218,0
Director,4,Engineering,Low,Office,53,9,9,279,0
Consultant,19,Marketing,Medium,Remote,60,1,5,293,0
Assistant,7,Customer Support,Low,Remote,58,10,6,246,0
Assistant,13,Sales,Low,Remote,90,2,6,241,0
Assistant,3,Marketing,High,Office,1,10,8,106,0
Manager,19,Sales,Medium,Remote,74,10,6,284,1
Assistant,27,Sales,Low,Office,7,2,6,179,0
Assistant,13,Customer Support,Medium,Office,18,3,5,109,0
Director,11,Customer Support,Medium,Office,79,2,2,206,0
Executive,1,Engineering,High,Office,67,6,5,249,0
Assistant,12,Customer Support,Medium,Remote,13,5,8,232,0
Consultant,30,Engineering,High,Office,21,7,10,123,0
Assistant,0,Marketing,High,Remote,16,1,9,242,0
Manager,19,Sales,High,Remote,62,1,2,187,0
Manager,6,Customer Support,Medium,Office,25,0,2,253,0
Manager,27,Marketing,Low,Remote,98,4,10,154,0
Assistant,24,Engineering,High,Remote,35,6,6,197,0
Director,8,Customer Support,Low,Remote,44,8,6,245,0
Consultant,27,Sales,Medium,Office,29,4,4,270,0
Assistant,25,Marketing,Low,Remote,20,10,7,233,0
Director,30,Customer Support,Low,Office,19,10,7,272,1
Director,16,Customer Support,High,Office,41,0,10,124,0
Assistant,20,Marketing,High,Office,89,2,10,243,1
Assistant,22,Engineering,High,Office,55,7,1,282,0
Director,12,Engineering,Medium,Remote,11,2,10,283,0
Director,22,Customer Support,Low,Remote,7,6,5,128,0
Director,9,Engineering,Medium,Remote,98,9,4,163,0
